fd_id,customer_id,deposit_amount,interest_rate,maturity_date,fd_status
FD010457,CUST058924,1004103.0,6.87,2035-12-12,MATURED
FD010458,CUST050551,1538638.1,6.59,2028-04-30,CLOSED
FD010459,CUST087029,3156268.73,5.33,2030-09-11,ACTIVE
FD010460,CUST026496,3879143.3,6.0,2036-05-16,CLOSED
FD010461,CUST096850,345719.7,6.4,2029-03-21,CLOSED
FD010462,CUST098134,3532897.92,5.52,2027-09-04,CLOSED
FD010463,CUST022426,2773545.09,5.81,2028-10-08,MATURED
FD010464,CUST071080,4922316.26,5.19,2034-02-12,ACTIVE
FD010465,CUST037425,1977483.45,6.26,2032-08-15,CLOSED
FD010466,CUST034711,93035.39,6.71,2027-07-29,ACTIVE
FD010467,CUST054682,110362.6,7.72,2033-05-11,ACTIVE
FD010468,CUST067234,686223.78,5.57,2032-02-07,MATURED
FD010469,CUST017094,3552048.8,6.63,2030-09-22,ACTIVE
FD010470,CUST055438,135772.9,6.3,2036-02-02,MATURED
FD010471,CUST080773,2405297.75,5.82,2034-03-20,ACTIVE
FD010472,CUST056876,4638561.9,5.65,2033-01-16,ACTIVE
FD010473,CUST073191,2338635.97,7.95,2031-06-07,CLOSED
FD010474,CUST026726,2636593.13,7.05,2027-10-18,ACTIVE
FD010475,CUST007935,4845733.6,5.5,2028-12-20,CLOSED
FD010476,CUST060270,3642405.85,7.94,2029-06-20,ACTIVE
FD010477,CUST097787,496543.24,7.28,2033-06-01,ACTIVE
FD010478,CUST035923,1362542.18,7.56,2033-05-23,ACTIVE
FD010479,CUST079933,3256118.73,7.31,2033-09-11,MATURED
FD010480,CUST034771,3514061.7,6.49,2027-02-25,MATURED
FD010481,CUST087923,1508999.01,5.72,2035-07-30,ACTIVE
FD010482,CUST086572,4052949.49,6.0,2027-03-20,MATURED
FD010483,CUST022698,4443647.81,7.19,2029-12-30,CLOSED
FD010484,CUST051064,1302749.46,7.77,2029-09-17,CLOSED
FD010485,CUST007027,752393.15,6.26,2032-09-10,MATURED
FD010486,CUST071894,4902790.16,6.38,2028-11-28,MATURED
FD010487,CUST005178,4174084.54,6.6,2031-03-16,ACTIVE
FD010488,CUST026949,1987611.26,6.55,2028-12-29,MATURED
FD010489,CUST078857,280178.27,7.2,2034-08-07,CLOSED
FD010490,CUST026591,1229900.95,7.99,2033-10-17,CLOSED
FD010491,CUST087029,2594387.06,6.84,2029-12-06,MATURED
FD010492,CUST074614,4283116.97,7.48,2031-07-04,CLOSED
FD010493,CUST086552,3420037.64,6.71,2027-07-08,CLOSED
FD010494,CUST079233,4582841.97,5.53,2030-08-06,ACTIVE
FD010495,CUST067709,2846632.21,5.59,2030-11-10,ACTIVE
FD010496,CUST001516,2487321.43,5.29,2031-08-06,MATURED
FD010497,CUST087306,2322581.04,7.33,2030-03-28,ACTIVE
FD010498,CUST018549,3892934.99,6.67,2029-07-15,ACTIVE
FD010499,CUST035240,4419728.73,5.97,2031-11-21,MATURED
FD010500,CUST006914,1403466.81,6.47,2035-05-07,MATURED
FD010501,CUST018607,2479794.45,5.79,2034-03-10,MATURED
FD010502,CUST009047,3187690.71,5.27,2034-10-06,CLOSED
FD010503,CUST077023,1009768.5,7.79,2033-09-30,CLOSED
FD010504,CUST023978,230138.07,6.99,2030-11-16,MATURED
FD010505,CUST005139,4782570.27,7.66,2031-09-17,MATURED
FD010506,CUST068699,964033.4,6.71,2034-12-02,MATURED
FD010507,CUST055148,1959091.0,6.94,2032-06-09,MATURED
FD010508,CUST028431,4674022.35,5.01,2029-10-24,MATURED
FD010509,CUST069009,3852419.57,7.3,2027-05-12,CLOSED
FD010510,CUST028187,963968.09,6.15,2036-01-03,CLOSED
FD010511,CUST080512,2160816.37,5.56,2032-04-26,ACTIVE
FD010512,CUST013766,4907143.26,7.29,2034-05-12,MATURED
FD010513,CUST047399,4906478.88,7.44,2032-02-04,CLOSED
FD010514,CUST057727,3157642.38,6.57,2035-01-29,CLOSED
FD010515,CUST029638,4781866.98,6.43,2033-07-20,ACTIVE
FD010516,CUST048297,1958835.71,7.69,2030-02-17,ACTIVE
FD010517,CUST080799,318485.03,6.23,2032-09-06,CLOSED
FD010518,CUST000829,2010729.75,7.23,2034-08-31,ACTIVE
FD010519,CUST051602,3371661.64,5.99,2027-04-22,ACTIVE
FD010520,CUST096475,1146908.87,7.71,2035-03-24,CLOSED
FD010521,CUST096902,193451.79,6.59,2035-01-18,ACTIVE
FD010522,CUST095087,3761200.52,7.58,2035-06-03,CLOSED
FD010523,CUST070268,4201217.35,5.32,2028-07-24,ACTIVE
FD010524,CUST041577,506287.18,7.89,2028-03-23,CLOSED
FD010525,CUST073593,2561362.81,5.85,2034-01-18,ACTIVE
FD010526,CUST066638,2661163.56,7.15,2035-09-04,MATURED
FD010527,CUST078875,1737288.36,5.68,2031-05-01,CLOSED
FD010528,CUST041349,1518240.56,7.97,2029-01-05,MATURED
FD010529,CUST011569,1142995.85,6.28,2036-04-02,ACTIVE
FD010530,CUST070265,1767489.79,6.22,2034-07-10,ACTIVE
FD010531,CUST030813,689929.3,5.19,2030-09-20,CLOSED
FD010532,CUST077817,3365283.2,5.32,2035-11-28,CLOSED
FD010533,CUST063147,4227047.89,6.16,2030-02-21,MATURED
FD010534,CUST039915,3975830.42,6.29,2030-02-20,MATURED
FD010535,CUST089412,1132098.25,6.68,2034-11-09,CLOSED
FD010536,CUST040140,3213040.39,5.73,2027-01-31,CLOSED
FD010537,CUST041524,1792157.94,7.66,2031-10-26,ACTIVE
FD010538,CUST024552,4755993.58,7.8,2036-04-24,MATURED
FD010539,CUST036767,1244734.45,5.19,2033-02-04,ACTIVE
FD010540,CUST068275,1946223.73,6.83,2035-06-03,ACTIVE
FD010541,CUST022602,2029233.11,7.25,2035-07-08,CLOSED
FD010542,CUST040296,4003766.97,5.73,2032-11-22,ACTIVE
FD010543,CUST036643,2107523.63,6.1,2030-12-04,CLOSED
FD010544,CUST071740,4560078.64,6.06,2032-12-13,ACTIVE
FD010545,CUST035454,1383826.56,6.99,2028-12-10,MATURED
FD010546,CUST029029,4911866.3,6.21,2034-08-25,MATURED
FD010547,CUST058069,1440198.32,5.85,2033-08-28,MATURED
FD010548,CUST030624,2053142.44,5.95,2031-05-15,ACTIVE
FD010549,CUST001255,4579000.95,5.11,2036-06-05,MATURED
FD010550,CUST057976,4834091.03,5.27,2032-12-02,CLOSED
FD010551,CUST094476,1031728.32,6.99,2036-04-14,ACTIVE
FD010552,CUST006620,2611458.68,7.47,2032-03-23,CLOSED
FD010553,CUST010284,2632522.95,5.31,2034-04-17,CLOSED
FD010554,CUST047582,3671759.03,5.26,2031-09-28,ACTIVE
FD010555,CUST001035,322777.94,7.88,2036-05-17,ACTIVE
FD010556,CUST020132,4840433.47,5.89,2027-09-03,ACTIVE
FD010557,CUST054059,2095542.51,7.52,2030-12-24,CLOSED
FD010558,CUST078454,2073299.52,5.48,2029-01-22,CLOSED
FD010559,CUST020428,1130401.31,5.61,2036-03-08,MATURED
FD010560,CUST079989,349996.14,6.89,2032-11-02,CLOSED
FD010561,CUST002823,3233078.53,6.29,2029-04-19,MATURED
FD010562,CUST091952,4162083.11,7.47,2032-04-23,MATURED
FD010563,CUST034238,4881759.41,7.73,2034-08-20,CLOSED
FD010564,CUST074589,4185572.11,7.12,2032-11-01,ACTIVE
FD010565,CUST082764,164003.51,5.38,2027-07-22,MATURED
FD010566,CUST066881,3674390.74,7.47,2032-10-23,CLOSED
FD010567,CUST053518,1919595.23,7.77,2031-09-04,ACTIVE
FD010568,CUST065755,209321.61,5.59,2027-09-25,ACTIVE
FD010569,CUST083733,4127264.99,6.49,2033-07-14,CLOSED
FD010570,CUST057486,551491.64,6.8,2033-02-02,ACTIVE
FD010571,CUST017953,1825738.74,6.39,2030-04-17,CLOSED
FD010572,CUST004521,4946532.2,6.27,2030-07-08,MATURED
FD010573,CUST045932,3832855.83,6.6,2029-12-29,ACTIVE
FD010574,CUST005116,4940409.95,6.45,2026-10-31,CLOSED
FD010575,CUST099942,1350684.89,5.02,2032-10-25,MATURED
FD010576,CUST098502,3773264.28,5.3,2032-09-21,CLOSED
FD010577,CUST057465,4498520.57,6.37,2027-08-17,CLOSED
FD010578,CUST001142,993312.42,6.03,2035-12-31,MATURED
FD010579,CUST007023,2239472.38,7.23,2030-12-13,MATURED
FD010580,CUST052848,859057.87,6.81,2036-01-03,ACTIVE
FD010581,CUST078831,2641371.46,5.03,2031-08-15,ACTIVE
FD010582,CUST009312,2423605.5,7.84,2035-09-13,MATURED
FD010583,CUST023449,417115.39,5.96,2031-09-03,CLOSED
FD010584,CUST085407,1851005.4,5.78,2027-07-12,MATURED
FD010585,CUST089980,4478682.24,5.53,2034-01-15,MATURED
FD010586,CUST011461,1605857.83,5.02,2028-11-08,ACTIVE
FD010587,CUST050185,4400363.47,6.99,2035-01-18,CLOSED
FD010588,CUST082940,2828647.73,7.05,2036-03-10,CLOSED
FD010589,CUST078831,2685886.53,6.13,2033-04-18,CLOSED
FD010590,CUST076559,3336943.34,7.94,2035-04-11,MATURED
FD010591,CUST076089,3479528.03,7.11,2029-06-27,CLOSED
FD010592,CUST055692,3416900.96,7.15,2035-04-25,CLOSED
FD010593,CUST048660,4519379.25,7.92,2031-03-30,MATURED
FD010594,CUST024057,34018.35,7.11,2036-01-15,ACTIVE
FD010595,CUST023981,3399492.22,5.33,2036-04-18,CLOSED
FD010596,CUST083951,3579768.97,6.28,2028-03-17,MATURED
FD010597,CUST055677,1502622.72,6.11,2027-09-17,CLOSED
FD010598,CUST033166,3755173.89,6.02,2030-12-29,MATURED
FD010599,CUST007130,1185283.6,7.32,2034-05-16,CLOSED
FD010600,CUST068589,4924051.78,6.25,2030-10-11,ACTIVE
FD010601,CUST017534,1813936.34,5.26,2034-03-22,CLOSED
FD010602,CUST084070,3739584.17,6.79,2035-04-02,ACTIVE
FD010603,CUST070385,1101299.94,6.69,2031-02-03,CLOSED
FD010604,CUST065210,1429553.86,6.8,2036-04-09,ACTIVE
FD010605,CUST048690,4937696.06,6.89,2032-04-17,CLOSED
FD010606,CUST051937,4306802.86,5.19,2030-04-19,ACTIVE
FD010607,CUST080604,3584386.05,7.5,2031-03-01,CLOSED
FD010608,CUST099827,2330443.13,7.2,2027-10-23,CLOSED
FD010609,CUST028125,97879.37,5.96,2029-02-02,CLOSED
FD010610,CUST027889,4266846.66,7.65,2031-09-08,ACTIVE
FD010611,CUST052678,4906272.09,6.61,2032-08-25,MATURED
FD010612,CUST055615,1158046.41,5.79,2031-09-21,ACTIVE
FD010613,CUST043185,4692443.52,6.42,2034-08-11,CLOSED
FD010614,CUST010563,1681122.95,6.03,2028-11-17,CLOSED
FD010615,CUST034786,475786.06,5.1,2035-06-07,ACTIVE
FD010616,CUST005182,2903085.76,5.71,2030-04-08,ACTIVE
FD010617,CUST041305,3629620.79,5.6,2031-11-21,MATURED
FD010618,CUST072431,2656132.28,5.56,2032-11-04,MATURED
FD010619,CUST060341,3720823.69,6.92,2029-03-08,MATURED
FD010620,CUST043533,4921915.82,6.46,2033-09-19,ACTIVE
FD010621,CUST029959,3647480.82,5.29,2034-10-31,ACTIVE
FD010622,CUST014890,3134517.98,6.55,2032-08-29,MATURED
FD010623,CUST061999,1070505.3,7.01,2034-01-15,MATURED
FD010624,CUST022280,1110496.93,6.3,2036-06-12,CLOSED
FD010625,CUST093614,2890475.54,6.57,2033-01-12,ACTIVE
FD010626,CUST077461,3448252.83,5.91,2032-08-05,MATURED
FD010627,CUST043896,278848.28,7.88,2026-10-14,CLOSED
FD010628,CUST099007,3161579.8,6.61,2028-06-19,CLOSED
FD010629,CUST044509,484687.19,7.9,2033-10-11,CLOSED
FD010630,CUST050628,2708793.82,6.04,2035-10-13,MATURED
FD010631,CUST022795,4131660.05,7.79,2033-01-21,CLOSED
FD010632,CUST063478,4419297.25,6.67,2028-03-09,CLOSED
FD010633,CUST027637,2194853.24,5.54,2033-11-26,ACTIVE
FD010634,CUST065590,719704.63,5.92,2030-08-05,CLOSED
FD010635,CUST002481,4112444.29,7.77,2030-10-20,CLOSED
FD010636,CUST019481,2035642.96,6.12,2034-05-11,CLOSED
FD010637,CUST087082,4303677.89,6.73,2031-09-28,ACTIVE
FD010638,CUST037236,162244.9,5.68,2033-12-13,ACTIVE
FD010639,CUST054756,4826082.03,6.85,2035-06-12,MATURED
FD010640,CUST003021,1531906.49,6.57,2032-01-27,ACTIVE
FD010641,CUST065957,4305475.97,6.65,2026-11-17,CLOSED
FD010642,CUST079118,2634161.61,7.82,2036-04-19,CLOSED
FD010643,CUST047313,2304366.2,5.31,2032-02-29,MATURED
FD010644,CUST044932,4977433.11,7.06,2032-10-22,MATURED
FD010645,CUST089021,2072589.23,5.91,2029-10-01,CLOSED
FD010646,CUST078530,1410114.83,7.14,2035-12-19,MATURED
FD010647,CUST086108,241264.8,7.02,2033-02-22,CLOSED
FD010648,CUST020715,854393.01,7.85,2027-12-14,ACTIVE
FD010649,CUST064260,2327664.59,7.02,2034-10-27,CLOSED
FD010650,CUST066412,698889.95,7.52,2029-02-11,ACTIVE
FD010651,CUST075610,15152.63,6.24,2032-07-20,MATURED
FD010652,CUST084593,4907531.46,5.93,2028-04-04,MATURED
FD010653,CUST039901,2225972.46,7.85,2027-03-20,ACTIVE
FD010654,CUST090322,2979911.06,6.4,2030-07-20,ACTIVE
FD010655,CUST027624,775450.93,6.4,2030-05-28,ACTIVE
FD010656,CUST037835,2339652.42,6.47,2027-10-18,MATURED
FD010657,CUST028727,863315.41,5.5,2027-02-09,ACTIVE
FD010658,CUST095072,4581533.54,5.81,2027-03-03,ACTIVE
FD010659,CUST073020,4068528.34,7.11,2034-11-21,ACTIVE
FD010660,CUST078982,1655605.91,7.48,2030-02-11,CLOSED
FD010661,CUST070644,1257998.0,5.12,2033-02-03,ACTIVE
FD010662,CUST022116,798849.13,5.45,2029-07-13,ACTIVE
FD010663,CUST090686,4617746.47,5.45,2028-09-30,CLOSED
FD010664,CUST005275,408292.51,7.95,2031-01-11,CLOSED
FD010665,CUST074832,1431289.32,7.06,2034-06-28,ACTIVE
FD010666,CUST098826,2260810.7,5.54,2035-01-27,ACTIVE
FD010667,CUST038657,1807315.75,6.71,2027-01-13,ACTIVE
FD010668,CUST068516,445973.71,7.43,2034-03-24,ACTIVE
FD010669,CUST025959,2713926.76,6.01,2029-12-31,ACTIVE
FD010670,CUST072739,1287289.55,7.9,2026-09-05,CLOSED
FD010671,CUST027393,4619649.58,5.0,2032-05-14,MATURED
FD010672,CUST097449,3986805.51,6.41,2035-08-02,ACTIVE
FD010673,CUST082634,3346571.32,6.07,2034-09-21,MATURED
FD010674,CUST000728,3119159.17,7.06,2036-03-07,MATURED
FD010675,CUST078142,842135.7,7.4,2036-03-18,MATURED
FD010676,CUST044020,3864714.34,6.39,2030-12-25,CLOSED
FD010677,CUST028613,3078920.94,7.11,2028-01-28,CLOSED
FD010678,CUST019139,4659333.49,6.97,2034-05-19,MATURED
FD010679,CUST023211,1194312.08,7.66,2028-07-30,MATURED
FD010680,CUST004789,3949425.33,6.5,2028-04-13,MATURED
FD010681,CUST086572,1189010.88,7.51,2027-04-08,ACTIVE
FD010682,CUST041853,2590354.53,7.49,2035-04-30,ACTIVE
FD010683,CUST096357,2290400.86,5.93,2026-12-10,ACTIVE
FD010684,CUST077814,1372783.23,6.25,2035-10-03,ACTIVE
FD010685,CUST054937,573090.45,7.23,2036-06-08,MATURED
FD010686,CUST054951,136223.0,5.74,2030-07-04,CLOSED
FD010687,CUST065211,2849620.13,6.69,2035-01-26,ACTIVE
FD010688,CUST067505,603003.26,6.87,2030-05-19,ACTIVE
FD010689,CUST080880,2750999.74,5.56,2029-02-08,ACTIVE
FD010690,CUST018070,1337332.44,5.03,2030-01-21,CLOSED
FD010691,CUST020739,17665.38,7.55,2033-12-22,CLOSED
FD010692,CUST052550,4921985.51,5.67,2031-10-09,CLOSED
FD010693,CUST087775,370763.14,5.77,2028-02-26,MATURED
FD010694,CUST060923,124505.09,5.99,2027-01-18,MATURED
FD010695,CUST068842,2058364.73,6.32,2034-11-13,ACTIVE
FD010696,CUST036345,2588125.33,5.7,2036-06-03,ACTIVE
FD010697,CUST045526,4614635.15,6.24,2032-07-06,MATURED
FD010698,CUST051388,2161066.18,6.13,2031-10-16,CLOSED
FD010699,CUST049047,2785457.84,5.27,2029-03-25,ACTIVE
FD010700,CUST091532,2930544.59,6.05,2030-09-18,ACTIVE
FD010701,CUST047412,4027914.39,5.61,2035-01-04,ACTIVE
FD010702,CUST038229,4882587.22,5.15,2028-01-27,CLOSED
FD010703,CUST032234,2575863.91,7.42,2029-03-13,CLOSED
FD010704,CUST071468,2357665.42,6.3,2035-11-23,ACTIVE
FD010705,CUST068360,986026.47,5.6,2033-03-25,ACTIVE
FD010706,CUST057986,3364095.56,7.51,2029-06-11,MATURED
FD010707,CUST028393,3932525.46,5.16,2033-03-18,MATURED
FD010708,CUST066382,1429106.32,6.57,2032-10-15,CLOSED
FD010709,CUST029058,2255276.91,7.87,2028-03-19,ACTIVE
FD010710,CUST075986,4831210.8,5.9,2033-09-19,CLOSED
FD010711,CUST090853,3916841.84,6.64,2027-05-23,CLOSED
FD010712,CUST012413,2472601.04,7.86,2031-01-14,CLOSED
FD010713,CUST072886,4973040.1,5.12,2033-08-29,MATURED
FD010714,CUST054613,4538828.33,5.74,2033-09-15,CLOSED
FD010715,CUST046186,1523474.8,5.79,2036-03-30,MATURED
FD010716,CUST053302,3695276.73,6.82,2030-07-28,MATURED
FD010717,CUST045190,1260425.86,6.29,2033-06-14,MATURED
FD010718,CUST067152,2646577.39,6.11,2034-10-24,CLOSED
FD010719,CUST073109,1523706.09,5.8,2031-12-05,ACTIVE
FD010720,CUST021444,4264702.86,7.93,2032-04-07,CLOSED
FD010721,CUST026439,2025618.56,7.65,2035-01-19,MATURED
FD010722,CUST076627,1405656.45,6.97,2032-06-20,MATURED
FD010723,CUST024552,3734357.95,5.85,2027-05-01,ACTIVE
FD010724,CUST054484,4838567.38,7.08,2027-06-20,ACTIVE
FD010725,CUST021033,4231002.53,5.73,2032-04-02,MATURED
FD010726,CUST031537,4257019.22,5.81,2033-07-26,MATURED
FD010727,CUST043665,1245744.8,5.7,2035-08-12,ACTIVE
FD010728,CUST021748,4404258.87,6.12,2034-12-02,MATURED
FD010729,CUST042202,3763560.33,6.57,2028-01-30,CLOSED
FD010730,CUST015311,1444331.89,6.81,2030-06-13,MATURED
FD010731,CUST072715,1712876.2,6.61,2027-05-12,CLOSED
FD010732,CUST007224,1574508.92,6.17,2034-10-04,ACTIVE
FD010733,CUST016202,660594.81,6.81,2033-03-07,MATURED
FD010734,CUST095891,4204778.6,7.94,2030-08-15,ACTIVE
FD010735,CUST095458,1207456.96,7.9,2029-06-20,MATURED
FD010736,CUST098994,2394362.16,5.77,2035-12-15,ACTIVE
FD010737,CUST097817,3985432.7,6.82,2033-09-07,CLOSED
FD010738,CUST059032,3515718.43,5.57,2035-09-08,MATURED
FD010739,CUST047226,2694854.78,5.59,2029-10-07,MATURED
FD010740,CUST054866,2016201.11,5.84,2031-06-24,ACTIVE
FD010741,CUST022247,917000.31,6.29,2034-07-16,CLOSED
FD010742,CUST037480,333116.59,6.92,2028-11-04,CLOSED
FD010743,CUST014731,2861786.02,5.49,2035-08-12,ACTIVE
FD010744,CUST091640,4088430.3,6.35,2029-06-05,ACTIVE
FD010745,CUST054138,2581766.17,5.5,2027-10-22,CLOSED
FD010746,CUST061871,2165101.8,7.89,2033-08-21,CLOSED
FD010747,CUST020441,533093.39,6.17,2031-06-10,MATURED
FD010748,CUST002023,3106213.49,5.59,2031-07-09,ACTIVE
FD010749,CUST061959,4737707.65,7.52,2029-05-19,MATURED
FD010750,CUST059294,4242537.01,5.13,2028-04-05,CLOSED
FD010751,CUST007235,4995920.17,7.81,2032-05-24,MATURED
FD010752,CUST032429,2950379.45,5.05,2034-04-03,ACTIVE
FD010753,CUST031641,3153455.08,6.7,2028-08-23,ACTIVE
FD010754,CUST030910,2776571.03,5.25,2029-09-20,CLOSED
FD010755,CUST013514,64982.96,5.01,2029-07-17,MATURED
FD010756,CUST052316,4467203.98,5.27,2035-03-09,MATURED
FD010757,CUST087045,2540911.06,7.58,2034-06-12,MATURED
FD010758,CUST087709,3971093.22,6.71,2027-12-12,MATURED
FD010759,CUST070980,185102.88,5.22,2033-03-24,ACTIVE
FD010760,CUST093569,972949.14,6.74,2035-12-28,CLOSED
FD010761,CUST082281,1369647.73,7.36,2028-01-19,MATURED
FD010762,CUST050947,153412.54,5.3,2032-02-23,ACTIVE
FD010763,CUST043694,238431.56,7.93,2032-10-30,CLOSED
FD010764,CUST057094,1326346.35,6.57,2031-07-12,MATURED
FD010765,CUST026122,2896575.22,6.29,2027-11-01,CLOSED
FD010766,CUST021620,21254.38,6.47,2036-02-25,CLOSED
FD010767,CUST024519,2943515.2,5.55,2033-02-21,ACTIVE
FD010768,CUST062629,1436770.91,7.98,2030-04-06,CLOSED
FD010769,CUST052576,2483207.63,7.59,2030-06-15,ACTIVE
FD010770,CUST037330,3172566.25,7.57,2028-12-12,ACTIVE
FD010771,CUST024779,4151636.06,5.37,2028-10-27,MATURED
FD010772,CUST087340,3030875.92,7.58,2028-05-30,CLOSED
FD010773,CUST004215,4443376.44,7.03,2030-12-18,CLOSED
FD010774,CUST044189,292250.04,6.12,2036-06-19,CLOSED
FD010775,CUST066664,2687715.44,6.3,2029-01-15,ACTIVE
FD010776,CUST044717,4240634.58,7.68,2031-02-15,ACTIVE
FD010777,CUST051525,938124.84,6.26,2030-03-12,ACTIVE
FD010778,CUST006165,2938249.03,7.02,2030-05-29,ACTIVE
FD010779,CUST081731,869181.57,6.74,2036-05-24,ACTIVE
FD010780,CUST082550,4716395.37,5.22,2032-01-14,ACTIVE
FD010781,CUST095789,3999672.7,7.54,2030-05-08,MATURED
FD010782,CUST061030,862317.14,7.01,2027-08-15,ACTIVE
FD010783,CUST067643,2139978.17,7.95,2033-04-05,ACTIVE
FD010784,CUST066010,4119360.94,5.63,2028-12-20,MATURED
FD010785,CUST055838,1561688.92,5.48,2030-10-17,CLOSED
FD010786,CUST096007,1046888.08,5.63,2034-05-15,ACTIVE
FD010787,CUST030824,3148235.64,6.58,2027-05-25,MATURED
FD010788,CUST073104,1939344.54,5.08,2032-05-07,ACTIVE
FD010789,CUST022629,1110227.57,6.24,2031-12-04,MATURED
FD010790,CUST001529,4713486.26,5.79,2036-07-05,CLOSED
FD010791,CUST081948,4357952.55,7.04,2031-05-30,ACTIVE
FD010792,CUST094992,1953739.81,7.33,2032-03-10,CLOSED
FD010793,CUST093166,3985549.24,5.1,2034-04-20,ACTIVE
FD010794,CUST040465,4088911.14,5.56,2028-02-28,CLOSED
FD010795,CUST099701,114836.27,6.19,2027-07-18,CLOSED
FD010796,CUST080605,4467639.03,5.6,2035-09-30,ACTIVE
FD010797,CUST030687,2289902.24,6.85,2028-12-09,ACTIVE
FD010798,CUST098940,558226.02,6.07,2029-09-26,MATURED
FD010799,CUST042962,618557.5,7.33,2030-07-17,MATURED
FD010800,CUST095588,2591620.89,7.34,2027-04-23,MATURED
FD010801,CUST077592,2101201.9,6.56,2029-06-02,MATURED
FD010802,CUST013702,2669459.99,5.46,2032-11-05,CLOSED
FD010803,CUST010145,1664101.58,5.54,2032-10-15,ACTIVE
FD010804,CUST063720,4701330.44,7.1,2033-12-27,MATURED
FD010805,CUST038271,3758854.53,6.61,2036-01-13,MATURED
FD010806,CUST028082,3417395.29,5.33,2036-04-06,CLOSED
FD010807,CUST059737,4304605.24,5.79,2036-01-14,MATURED
FD010808,CUST096480,2947483.31,5.72,2030-03-02,MATURED
FD010809,CUST028280,559389.95,7.55,2031-08-13,ACTIVE
FD010810,CUST039399,2832769.89,5.19,2031-12-07,ACTIVE
FD010811,CUST065683,432329.91,5.19,2029-09-29,MATURED
FD010812,CUST000431,3891836.62,6.83,2027-01-16,CLOSED
FD010813,CUST051960,1730639.87,5.42,2035-05-21,CLOSED
FD010814,CUST062542,1915984.44,6.59,2026-11-14,ACTIVE
FD010815,CUST027985,4649871.58,5.89,2028-12-02,CLOSED
FD010816,CUST009729,4849890.54,6.02,2036-04-19,MATURED
FD010817,CUST004901,2216893.61,5.98,2036-06-06,MATURED
FD010818,CUST053570,1115046.99,6.53,2034-01-06,CLOSED
FD010819,CUST091322,4615643.19,6.38,2036-01-01,CLOSED
FD010820,CUST020632,3352073.7,6.7,2033-06-20,ACTIVE
FD010821,CUST089636,3239569.55,6.26,2026-12-18,CLOSED
FD010822,CUST010551,3086141.57,6.26,2029-06-19,CLOSED
FD010823,CUST057231,1355797.57,7.0,2032-06-02,ACTIVE
FD010824,CUST091401,2586443.89,7.44,2027-02-21,CLOSED
FD010825,CUST060898,2836838.79,7.24,2029-12-13,MATURED
FD010826,CUST049142,3375298.47,7.09,2029-01-02,ACTIVE
FD010827,CUST002147,3374476.18,5.1,2028-10-25,ACTIVE
FD010828,CUST089510,4467966.29,5.04,2028-11-09,ACTIVE
FD010829,CUST087010,3827936.54,5.86,2030-09-21,ACTIVE
FD010830,CUST014903,2869648.48,6.29,2027-09-08,CLOSED
FD010831,CUST035939,4980805.07,6.59,2029-11-05,MATURED
FD010832,CUST097924,2149116.25,5.86,2035-03-17,ACTIVE
FD010833,CUST088518,1872904.19,7.34,2034-06-17,ACTIVE
FD010834,CUST012266,1089188.33,7.11,2034-07-21,ACTIVE
FD010835,CUST080231,3978012.44,6.6,2029-10-19,ACTIVE
FD010836,CUST048663,100463.01,7.59,2030-05-14,ACTIVE
FD010837,CUST003725,2724812.57,5.44,2030-12-09,MATURED
FD010838,CUST028116,3635986.27,5.62,2032-08-09,ACTIVE
FD010839,CUST032962,2109671.73,5.89,2032-07-24,CLOSED
FD010840,CUST054866,2525615.73,5.26,2029-05-04,CLOSED
FD010841,CUST083530,4002094.12,5.7,2032-02-07,CLOSED
FD010842,CUST097168,3445989.76,6.74,2030-07-25,CLOSED
FD010843,CUST091427,4573132.54,5.18,2034-09-22,ACTIVE
FD010844,CUST080259,101271.45,5.97,2034-04-08,CLOSED
FD010845,CUST040463,3927987.71,5.28,2035-05-01,CLOSED
FD010846,CUST066253,1075683.94,5.87,2034-10-16,CLOSED
FD010847,CUST007860,2422814.65,5.07,2029-12-01,MATURED
FD010848,CUST053944,2285113.97,7.52,2034-08-14,CLOSED
FD010849,CUST083092,4751523.5,7.12,2027-02-23,CLOSED
FD010850,CUST085307,1760118.76,5.47,2032-06-25,MATURED
FD010851,CUST097963,3411182.27,5.16,2034-05-26,ACTIVE
FD010852,CUST024377,3680828.71,7.99,2028-12-28,MATURED
FD010853,CUST044864,4147710.77,6.28,2034-05-15,CLOSED
FD010854,CUST033163,2011195.44,7.05,2029-04-13,ACTIVE
FD010855,CUST027241,3065948.78,7.67,2027-07-30,CLOSED
FD010856,CUST085814,4493937.69,6.58,2028-12-04,ACTIVE
FD010857,CUST057531,3190431.79,7.16,2028-03-18,MATURED
FD010858,CUST045843,2333720.42,7.09,2034-03-09,CLOSED
FD010859,CUST041066,195368.78,6.05,2032-08-13,ACTIVE
FD010860,CUST028873,259716.68,7.25,2034-01-24,MATURED
FD010861,CUST048764,3827932.75,5.66,2029-03-10,CLOSED
FD010862,CUST035905,565368.18,5.5,2027-05-06,MATURED
FD010863,CUST059495,331926.9,5.21,2030-12-09,ACTIVE
FD010864,CUST057461,4133308.22,7.31,2027-01-20,ACTIVE
FD010865,CUST083372,338032.23,7.64,2034-11-01,CLOSED
FD010866,CUST024608,3377325.6,5.41,2030-08-28,ACTIVE
FD010867,CUST007019,3811880.33,5.11,2035-12-18,ACTIVE
FD010868,CUST064117,2987976.96,7.78,2032-04-22,ACTIVE
