card_id,account_id,card_type,network,issue_date,expiry_date,card_status
CARD040817,ACC0070273,Credit,Visa,2019-04-26,2031-10-08,ACTIVE
CARD040818,ACC0034653,Debit,RuPay,2019-09-09,2027-09-05,BLOCKED
CARD040819,ACC0196353,Debit,RuPay,2023-08-06,2029-04-25,BLOCKED
CARD040820,ACC0100012,Credit,Visa,2021-12-20,2029-06-13,EXPIRED
CARD040821,ACC0185645,Debit,Visa,2025-04-15,2029-06-22,EXPIRED
CARD040822,ACC0102210,Credit,Mastercard,2020-10-27,2031-12-14,BLOCKED
CARD040823,ACC0036051,Debit,Visa,2021-02-20,2030-01-02,BLOCKED
CARD040824,ACC0078247,Debit,Visa,2019-12-30,2031-09-09,BLOCKED
CARD040825,ACC0192087,Credit,RuPay,2020-10-27,2028-03-13,BLOCKED
CARD040826,ACC0023365,Debit,RuPay,2019-08-16,2031-12-25,EXPIRED
CARD040827,ACC0034776,Debit,Mastercard,2020-03-01,2031-08-04,BLOCKED
CARD040828,ACC0052642,Credit,Mastercard,2018-11-24,2029-04-17,ACTIVE
CARD040829,ACC0177653,Credit,Visa,2025-04-30,2031-12-07,EXPIRED
CARD040830,ACC0057738,Credit,Visa,2022-07-28,2029-12-27,EXPIRED
CARD040831,ACC0005211,Debit,Visa,2023-08-31,2029-06-09,BLOCKED
CARD040832,ACC0007270,Debit,Visa,2022-01-05,2028-11-09,EXPIRED
CARD040833,ACC0056179,Debit,Mastercard,2019-03-04,2031-07-03,EXPIRED
CARD040834,ACC0125946,Debit,Visa,2022-01-03,2031-02-14,ACTIVE
CARD040835,ACC0137874,Credit,Mastercard,2022-11-02,2029-07-15,EXPIRED
CARD040836,ACC0082923,Debit,Visa,2024-02-09,2032-03-14,EXPIRED
CARD040837,ACC0043825,Debit,Visa,2020-02-28,2031-12-06,BLOCKED
CARD040838,ACC0110275,Debit,Mastercard,2025-02-23,2030-09-10,BLOCKED
CARD040839,ACC0130503,Debit,Mastercard,2020-09-27,2027-10-04,EXPIRED
CARD040840,ACC0163712,Credit,Mastercard,2021-04-22,2028-08-04,ACTIVE
CARD040841,ACC0018839,Credit,RuPay,2022-07-09,2027-09-19,BLOCKED
CARD040842,ACC0183395,Debit,Visa,2025-04-02,2031-06-05,ACTIVE
CARD040843,ACC0040610,Debit,Mastercard,2023-08-07,2029-09-12,ACTIVE
CARD040844,ACC0040540,Debit,Mastercard,2023-02-23,2028-03-06,BLOCKED
CARD040845,ACC0035556,Credit,Visa,2024-12-10,2032-02-16,ACTIVE
CARD040846,ACC0017989,Credit,Visa,2023-04-01,2030-01-01,BLOCKED
CARD040847,ACC0065998,Credit,Visa,2018-09-27,2030-12-29,EXPIRED
CARD040848,ACC0114213,Credit,Mastercard,2023-11-22,2028-03-20,EXPIRED
CARD040849,ACC0025129,Debit,Mastercard,2023-05-26,2028-06-07,ACTIVE
CARD040850,ACC0199310,Debit,Visa,2024-10-22,2030-12-18,BLOCKED
CARD040851,ACC0095851,Credit,Visa,2022-08-13,2029-07-29,BLOCKED
CARD040852,ACC0129974,Debit,RuPay,2022-07-15,2032-03-02,BLOCKED
CARD040853,ACC0147764,Debit,Mastercard,2023-10-28,2029-03-06,BLOCKED
CARD040854,ACC0156351,Debit,Visa,2019-06-18,2029-12-08,BLOCKED
CARD040855,ACC0190899,Credit,Mastercard,2024-10-16,2029-02-12,ACTIVE
CARD040856,ACC0116994,Credit,Visa,2020-12-17,2031-11-08,ACTIVE
CARD040857,ACC0006291,Debit,Mastercard,2019-11-29,2028-05-25,ACTIVE
CARD040858,ACC0160127,Credit,Visa,2022-07-23,2032-05-09,ACTIVE
CARD040859,ACC0022116,Debit,Mastercard,2018-12-06,2032-07-03,EXPIRED
CARD040860,ACC0049847,Credit,RuPay,2022-03-21,2031-09-29,BLOCKED
CARD040861,ACC0158752,Debit,Mastercard,2025-04-12,2032-01-26,ACTIVE
CARD040862,ACC0024001,Debit,RuPay,2022-11-06,2032-01-13,EXPIRED
CARD040863,ACC0111091,Credit,Mastercard,2025-04-04,2028-08-19,EXPIRED
CARD040864,ACC0126846,Credit,RuPay,2019-07-05,2030-03-30,EXPIRED
CARD040865,ACC0182596,Credit,RuPay,2020-06-28,2031-05-09,BLOCKED
CARD040866,ACC0041115,Debit,Mastercard,2025-04-28,2027-09-06,BLOCKED
CARD040867,ACC0066333,Credit,Mastercard,2021-05-16,2031-06-22,BLOCKED
CARD040868,ACC0108723,Credit,RuPay,2024-03-31,2029-06-19,ACTIVE
CARD040869,ACC0149158,Credit,RuPay,2023-08-29,2029-11-23,BLOCKED
CARD040870,ACC0143958,Credit,RuPay,2022-06-10,2029-11-19,EXPIRED
CARD040871,ACC0179961,Debit,Visa,2022-08-10,2029-05-07,ACTIVE
CARD040872,ACC0090511,Credit,RuPay,2020-05-12,2030-04-24,EXPIRED
CARD040873,ACC0092183,Debit,RuPay,2020-07-15,2028-03-01,EXPIRED
CARD040874,ACC0130562,Debit,Mastercard,2023-04-06,2030-10-11,BLOCKED
CARD040875,ACC0078167,Credit,Visa,2023-06-03,2029-07-11,EXPIRED
CARD040876,ACC0126932,Credit,Mastercard,2018-12-04,2032-02-19,EXPIRED
CARD040877,ACC0195912,Credit,Visa,2024-08-16,2028-02-23,EXPIRED
CARD040878,ACC0185378,Credit,RuPay,2024-04-09,2031-12-16,BLOCKED
CARD040879,ACC0008244,Debit,Mastercard,2022-11-26,2028-12-17,EXPIRED
CARD040880,ACC0162559,Debit,Visa,2022-04-16,2028-01-27,EXPIRED
CARD040881,ACC0133342,Debit,Visa,2024-04-21,2030-12-24,ACTIVE
CARD040882,ACC0137596,Debit,Mastercard,2018-08-16,2031-10-25,ACTIVE
CARD040883,ACC0039603,Debit,RuPay,2024-07-30,2028-09-30,BLOCKED
CARD040884,ACC0054520,Debit,Visa,2018-08-29,2031-03-17,ACTIVE
CARD040885,ACC0032013,Credit,Visa,2019-06-23,2030-04-02,BLOCKED
CARD040886,ACC0182442,Credit,RuPay,2020-08-20,2030-08-28,BLOCKED
CARD040887,ACC0084613,Debit,Mastercard,2025-05-12,2030-04-11,BLOCKED
CARD040888,ACC0101277,Credit,Mastercard,2024-07-18,2029-03-17,BLOCKED
CARD040889,ACC0042106,Credit,Visa,2023-01-23,2031-01-03,EXPIRED
CARD040890,ACC0003949,Credit,Mastercard,2022-02-06,2029-12-20,BLOCKED
CARD040891,ACC0045555,Debit,Mastercard,2025-03-14,2027-11-01,ACTIVE
CARD040892,ACC0071633,Debit,RuPay,2021-01-03,2030-06-03,EXPIRED
CARD040893,ACC0099103,Debit,Visa,2023-12-13,2029-12-18,EXPIRED
CARD040894,ACC0122682,Credit,RuPay,2023-12-18,2028-03-15,EXPIRED
CARD040895,ACC0191734,Debit,Visa,2021-02-22,2031-01-23,EXPIRED
CARD040896,ACC0122880,Debit,RuPay,2020-06-01,2030-11-21,ACTIVE
CARD040897,ACC0076754,Debit,Visa,2020-05-01,2031-04-11,ACTIVE
CARD040898,ACC0059201,Credit,Visa,2024-01-13,2031-05-24,EXPIRED
CARD040899,ACC0138168,Debit,Visa,2019-07-11,2031-05-27,BLOCKED
CARD040900,ACC0086752,Debit,Visa,2024-08-18,2031-02-20,BLOCKED
CARD040901,ACC0032174,Credit,RuPay,2019-07-08,2027-12-04,ACTIVE
CARD040902,ACC0172025,Credit,Mastercard,2024-09-24,2030-03-03,BLOCKED
CARD040903,ACC0194205,Debit,Mastercard,2019-05-01,2029-02-12,EXPIRED
CARD040904,ACC0111091,Credit,Visa,2021-11-02,2030-05-14,BLOCKED
CARD040905,ACC0024077,Credit,RuPay,2024-02-15,2030-06-12,EXPIRED
CARD040906,ACC0062793,Debit,Mastercard,2021-11-25,2031-06-16,BLOCKED
CARD040907,ACC0098328,Credit,Visa,2022-08-13,2029-02-04,BLOCKED
CARD040908,ACC0199152,Debit,Mastercard,2020-10-02,2031-04-09,EXPIRED
CARD040909,ACC0112914,Debit,RuPay,2021-08-13,2028-07-21,ACTIVE
CARD040910,ACC0092616,Debit,RuPay,2020-11-18,2028-01-16,EXPIRED
CARD040911,ACC0090884,Debit,Mastercard,2019-10-04,2029-12-30,EXPIRED
CARD040912,ACC0164422,Debit,RuPay,2023-02-27,2027-08-18,EXPIRED
CARD040913,ACC0109509,Credit,Mastercard,2024-11-11,2028-06-09,EXPIRED
CARD040914,ACC0166316,Debit,Visa,2022-07-10,2031-05-23,EXPIRED
CARD040915,ACC0084639,Credit,Mastercard,2025-05-24,2028-03-09,ACTIVE
CARD040916,ACC0056688,Credit,Visa,2018-08-04,2027-10-14,EXPIRED
CARD040917,ACC0088054,Credit,RuPay,2022-04-18,2031-03-18,BLOCKED
CARD040918,ACC0140084,Credit,Visa,2021-09-10,2030-01-01,BLOCKED
CARD040919,ACC0100366,Debit,Visa,2025-03-03,2029-01-03,BLOCKED
CARD040920,ACC0017016,Debit,Visa,2019-11-27,2031-11-26,BLOCKED
CARD040921,ACC0153625,Credit,RuPay,2022-02-20,2031-04-03,ACTIVE
CARD040922,ACC0096620,Debit,Visa,2020-09-27,2030-03-23,BLOCKED
CARD040923,ACC0121546,Debit,Visa,2024-07-25,2031-03-20,EXPIRED
CARD040924,ACC0106302,Credit,RuPay,2024-10-17,2027-11-30,EXPIRED
CARD040925,ACC0034459,Credit,Visa,2021-04-15,2031-11-20,EXPIRED
CARD040926,ACC0130040,Credit,Mastercard,2022-01-11,2030-03-10,BLOCKED
CARD040927,ACC0152279,Credit,Mastercard,2023-09-02,2031-02-13,BLOCKED
CARD040928,ACC0194744,Debit,Visa,2022-06-24,2030-04-03,BLOCKED
CARD040929,ACC0085279,Credit,Mastercard,2021-04-24,2032-03-14,BLOCKED
CARD040930,ACC0165934,Credit,Visa,2019-11-22,2030-09-16,BLOCKED
CARD040931,ACC0002074,Credit,RuPay,2019-11-12,2029-08-21,BLOCKED
CARD040932,ACC0033564,Credit,Mastercard,2023-04-29,2032-05-05,ACTIVE
CARD040933,ACC0092417,Debit,Visa,2024-05-02,2031-08-19,ACTIVE
CARD040934,ACC0036454,Credit,Mastercard,2025-02-26,2032-05-05,BLOCKED
CARD040935,ACC0022631,Debit,RuPay,2020-03-29,2031-01-23,EXPIRED
CARD040936,ACC0066214,Debit,RuPay,2018-10-05,2029-07-04,BLOCKED
CARD040937,ACC0067490,Credit,Mastercard,2022-04-28,2028-07-13,ACTIVE
CARD040938,ACC0092243,Credit,RuPay,2023-03-24,2028-09-08,EXPIRED
CARD040939,ACC0005419,Credit,Visa,2021-10-06,2029-09-07,EXPIRED
CARD040940,ACC0152397,Debit,RuPay,2025-03-05,2030-07-18,BLOCKED
CARD040941,ACC0149175,Credit,RuPay,2024-08-24,2029-03-04,EXPIRED
CARD040942,ACC0160450,Credit,RuPay,2021-07-17,2029-07-06,EXPIRED
CARD040943,ACC0065051,Credit,Visa,2024-12-24,2029-11-05,BLOCKED
CARD040944,ACC0145123,Debit,Mastercard,2025-01-11,2029-04-14,ACTIVE
CARD040945,ACC0032028,Credit,Mastercard,2020-05-29,2029-12-10,EXPIRED
CARD040946,ACC0085968,Debit,Mastercard,2023-01-07,2031-02-18,EXPIRED
CARD040947,ACC0005557,Credit,RuPay,2021-11-10,2029-12-18,BLOCKED
CARD040948,ACC0144862,Debit,Mastercard,2020-11-06,2027-11-06,ACTIVE
CARD040949,ACC0147232,Credit,Visa,2020-04-25,2032-04-13,EXPIRED
CARD040950,ACC0127668,Debit,RuPay,2021-10-02,2028-12-05,BLOCKED
CARD040951,ACC0108195,Credit,RuPay,2019-01-06,2029-11-02,EXPIRED
CARD040952,ACC0132700,Debit,RuPay,2020-05-25,2027-08-30,BLOCKED
CARD040953,ACC0080309,Credit,Visa,2023-04-19,2032-04-05,EXPIRED
CARD040954,ACC0159425,Credit,Visa,2021-11-08,2028-03-06,ACTIVE
CARD040955,ACC0100874,Credit,Mastercard,2020-06-08,2029-10-21,ACTIVE
CARD040956,ACC0062773,Debit,RuPay,2021-05-29,2027-08-30,ACTIVE
CARD040957,ACC0110996,Debit,Visa,2019-01-13,2028-07-25,ACTIVE
CARD040958,ACC0171943,Debit,Mastercard,2019-12-27,2031-11-12,ACTIVE
CARD040959,ACC0145396,Credit,RuPay,2024-09-20,2028-05-17,BLOCKED
CARD040960,ACC0142213,Credit,Mastercard,2024-04-15,2027-12-09,EXPIRED
CARD040961,ACC0045692,Credit,Mastercard,2023-05-05,2029-10-17,ACTIVE
CARD040962,ACC0137851,Debit,RuPay,2022-12-21,2031-04-27,BLOCKED
CARD040963,ACC0041127,Debit,RuPay,2020-09-20,2030-04-13,BLOCKED
CARD040964,ACC0176884,Credit,RuPay,2019-12-07,2030-09-26,ACTIVE
CARD040965,ACC0135068,Debit,Visa,2021-12-15,2031-03-15,ACTIVE
CARD040966,ACC0199593,Debit,Visa,2019-04-06,2032-01-09,BLOCKED
CARD040967,ACC0110535,Debit,Visa,2022-10-09,2029-06-30,EXPIRED
CARD040968,ACC0119692,Debit,Visa,2019-05-31,2027-09-10,BLOCKED
CARD040969,ACC0011205,Credit,Visa,2020-04-22,2028-02-06,ACTIVE
CARD040970,ACC0092161,Credit,Mastercard,2020-06-13,2029-04-05,BLOCKED
CARD040971,ACC0113155,Credit,Mastercard,2020-10-16,2030-11-20,ACTIVE
CARD040972,ACC0161154,Debit,Mastercard,2023-02-11,2027-12-27,ACTIVE
CARD040973,ACC0024923,Debit,RuPay,2021-06-05,2031-09-25,BLOCKED
CARD040974,ACC0113595,Debit,RuPay,2019-08-08,2031-09-06,BLOCKED
CARD040975,ACC0167822,Credit,Visa,2024-09-01,2029-05-01,EXPIRED
CARD040976,ACC0120147,Credit,RuPay,2018-10-01,2028-11-16,BLOCKED
CARD040977,ACC0169970,Credit,Visa,2023-09-07,2029-11-15,ACTIVE
CARD040978,ACC0010374,Credit,Mastercard,2024-01-17,2027-11-26,ACTIVE
CARD040979,ACC0156869,Credit,Visa,2021-06-30,2032-07-02,ACTIVE
CARD040980,ACC0117307,Credit,Visa,2021-10-23,2029-12-25,BLOCKED
CARD040981,ACC0179513,Debit,RuPay,2024-08-31,2031-03-01,ACTIVE
CARD040982,ACC0110732,Debit,Mastercard,2019-06-17,2029-07-11,BLOCKED
CARD040983,ACC0016898,Debit,Mastercard,2023-10-10,2028-12-09,ACTIVE
CARD040984,ACC0155488,Debit,Mastercard,2024-04-23,2028-06-07,EXPIRED
CARD040985,ACC0059123,Credit,Mastercard,2022-08-09,2031-10-26,EXPIRED
CARD040986,ACC0096400,Debit,Mastercard,2023-04-28,2028-04-01,EXPIRED
CARD040987,ACC0079677,Debit,Visa,2024-01-25,2030-08-12,BLOCKED
CARD040988,ACC0097204,Credit,Mastercard,2019-08-18,2029-12-15,EXPIRED
CARD040989,ACC0167234,Debit,RuPay,2024-10-14,2029-12-03,ACTIVE
CARD040990,ACC0156817,Credit,Mastercard,2022-12-17,2029-04-17,BLOCKED
CARD040991,ACC0118849,Credit,Visa,2021-03-15,2028-03-21,ACTIVE
CARD040992,ACC0115191,Debit,RuPay,2020-12-29,2031-04-05,BLOCKED
CARD040993,ACC0068496,Credit,Mastercard,2020-02-15,2028-06-19,BLOCKED
CARD040994,ACC0034070,Debit,Mastercard,2024-11-28,2030-02-26,EXPIRED
CARD040995,ACC0099776,Credit,Mastercard,2020-01-15,2031-02-09,EXPIRED
CARD040996,ACC0104153,Debit,RuPay,2021-11-15,2029-05-07,EXPIRED
CARD040997,ACC0018532,Credit,Mastercard,2020-04-12,2029-08-18,ACTIVE
CARD040998,ACC0152460,Debit,Visa,2020-09-20,2030-10-13,ACTIVE
CARD040999,ACC0060702,Debit,Mastercard,2024-08-28,2028-05-01,ACTIVE
CARD041000,ACC0067752,Credit,Visa,2019-06-06,2031-01-02,BLOCKED
CARD041001,ACC0003798,Debit,RuPay,2025-04-28,2031-11-15,ACTIVE
CARD041002,ACC0101005,Credit,RuPay,2019-12-24,2028-02-14,EXPIRED
CARD041003,ACC0147501,Credit,RuPay,2019-03-24,2030-04-03,BLOCKED
CARD041004,ACC0096680,Credit,Visa,2024-01-08,2029-08-29,ACTIVE
CARD041005,ACC0031539,Credit,RuPay,2022-11-16,2030-01-07,BLOCKED
CARD041006,ACC0113866,Debit,RuPay,2023-10-13,2028-02-18,ACTIVE
CARD041007,ACC0169150,Credit,Mastercard,2025-06-23,2028-08-23,BLOCKED
CARD041008,ACC0161707,Debit,Visa,2019-11-09,2030-02-23,EXPIRED
CARD041009,ACC0083755,Debit,Mastercard,2023-04-20,2028-01-04,ACTIVE
CARD041010,ACC0157305,Credit,Visa,2022-10-14,2028-10-16,BLOCKED
CARD041011,ACC0088824,Debit,Mastercard,2025-05-12,2029-12-25,BLOCKED
CARD041012,ACC0059198,Credit,Mastercard,2019-11-04,2031-10-26,BLOCKED
CARD041013,ACC0094520,Credit,RuPay,2020-01-22,2027-08-07,BLOCKED
CARD041014,ACC0196242,Debit,RuPay,2018-08-28,2027-12-04,BLOCKED
CARD041015,ACC0020681,Debit,Mastercard,2020-12-31,2031-09-27,ACTIVE
CARD041016,ACC0049217,Credit,Visa,2019-09-01,2030-01-22,BLOCKED
CARD041017,ACC0065552,Debit,RuPay,2024-04-25,2031-03-19,BLOCKED
CARD041018,ACC0029191,Debit,RuPay,2019-03-21,2030-05-10,BLOCKED
CARD041019,ACC0103402,Debit,RuPay,2023-11-11,2027-12-26,BLOCKED
CARD041020,ACC0176590,Debit,Visa,2024-10-17,2030-06-01,ACTIVE
CARD041021,ACC0176359,Credit,Mastercard,2023-07-01,2030-06-16,EXPIRED
CARD041022,ACC0081692,Credit,Visa,2022-02-24,2031-10-02,EXPIRED
CARD041023,ACC0145246,Credit,RuPay,2020-08-13,2029-03-04,ACTIVE
CARD041024,ACC0150335,Debit,RuPay,2022-02-08,2030-03-19,BLOCKED
CARD041025,ACC0045581,Debit,Mastercard,2021-08-27,2029-05-15,BLOCKED
CARD041026,ACC0114951,Credit,Visa,2020-02-10,2029-10-06,BLOCKED
CARD041027,ACC0181291,Credit,RuPay,2022-07-22,2029-09-03,ACTIVE
CARD041028,ACC0021040,Debit,Visa,2022-03-02,2030-01-08,EXPIRED
CARD041029,ACC0068246,Credit,Visa,2022-01-25,2029-10-20,EXPIRED
CARD041030,ACC0175308,Debit,RuPay,2019-01-10,2031-08-18,ACTIVE
CARD041031,ACC0023313,Debit,Mastercard,2019-05-31,2031-02-25,EXPIRED
CARD041032,ACC0092637,Credit,Mastercard,2018-08-03,2031-10-28,EXPIRED
CARD041033,ACC0169252,Debit,Mastercard,2018-11-15,2030-04-19,BLOCKED
CARD041034,ACC0084968,Credit,Visa,2023-05-02,2032-01-03,BLOCKED
CARD041035,ACC0031908,Debit,RuPay,2022-08-16,2027-10-07,EXPIRED
CARD041036,ACC0074326,Credit,RuPay,2023-07-19,2030-05-20,EXPIRED
CARD041037,ACC0146142,Credit,RuPay,2024-12-19,2030-09-19,BLOCKED
CARD041038,ACC0106826,Credit,Mastercard,2019-04-11,2030-06-02,ACTIVE
CARD041039,ACC0083900,Credit,Visa,2024-11-08,2031-01-12,EXPIRED
CARD041040,ACC0037477,Debit,RuPay,2025-06-18,2028-01-18,BLOCKED
CARD041041,ACC0010857,Debit,Mastercard,2024-07-25,2030-11-28,EXPIRED
CARD041042,ACC0190074,Debit,RuPay,2020-07-29,2027-10-14,ACTIVE
CARD041043,ACC0065121,Debit,Mastercard,2022-07-31,2028-02-08,BLOCKED
CARD041044,ACC0039039,Credit,Mastercard,2019-11-14,2027-08-31,EXPIRED
CARD041045,ACC0013810,Credit,Visa,2019-12-04,2029-09-14,EXPIRED
CARD041046,ACC0194321,Debit,Visa,2022-09-27,2031-12-10,EXPIRED
CARD041047,ACC0080325,Debit,Visa,2024-10-25,2028-06-02,ACTIVE
CARD041048,ACC0181448,Credit,Mastercard,2024-02-14,2029-05-06,BLOCKED
CARD041049,ACC0068766,Debit,RuPay,2019-11-22,2032-01-11,BLOCKED
CARD041050,ACC0024593,Debit,Visa,2019-03-01,2027-12-26,EXPIRED
CARD041051,ACC0199888,Credit,Mastercard,2019-06-10,2028-08-10,EXPIRED
CARD041052,ACC0199323,Debit,Mastercard,2019-05-25,2031-12-10,BLOCKED
CARD041053,ACC0120461,Credit,RuPay,2025-01-06,2031-07-24,EXPIRED
CARD041054,ACC0122832,Debit,RuPay,2024-03-28,2031-12-04,EXPIRED
CARD041055,ACC0049599,Debit,RuPay,2019-11-20,2028-04-28,BLOCKED
CARD041056,ACC0124403,Credit,Mastercard,2019-07-31,2030-08-25,EXPIRED
CARD041057,ACC0134457,Credit,Mastercard,2019-05-31,2031-03-03,EXPIRED
CARD041058,ACC0054374,Credit,Visa,2023-08-20,2031-12-05,EXPIRED
CARD041059,ACC0089781,Debit,Mastercard,2019-02-24,2028-10-28,ACTIVE
CARD041060,ACC0018227,Credit,Visa,2022-03-28,2031-09-27,BLOCKED
CARD041061,ACC0044571,Debit,Visa,2024-01-22,2031-02-23,ACTIVE
CARD041062,ACC0044994,Credit,Mastercard,2023-11-17,2032-01-16,BLOCKED
CARD041063,ACC0034475,Debit,Visa,2025-02-09,2032-02-16,BLOCKED
CARD041064,ACC0066191,Credit,Mastercard,2018-07-28,2032-03-23,ACTIVE
CARD041065,ACC0139254,Credit,Mastercard,2022-05-26,2031-06-11,EXPIRED
CARD041066,ACC0172278,Debit,RuPay,2021-07-15,2032-03-22,ACTIVE
CARD041067,ACC0008689,Credit,Visa,2025-05-31,2032-03-25,ACTIVE
CARD041068,ACC0125993,Debit,Mastercard,2023-05-17,2027-07-19,ACTIVE
CARD041069,ACC0122782,Debit,RuPay,2024-01-12,2027-10-17,BLOCKED
CARD041070,ACC0030286,Credit,RuPay,2023-11-10,2029-07-13,EXPIRED
CARD041071,ACC0171802,Debit,Visa,2021-11-18,2030-06-12,ACTIVE
CARD041072,ACC0136814,Credit,Visa,2021-03-17,2031-05-19,BLOCKED
CARD041073,ACC0023028,Credit,Mastercard,2024-12-02,2032-06-01,BLOCKED
CARD041074,ACC0091652,Debit,RuPay,2020-06-20,2029-05-02,EXPIRED
CARD041075,ACC0168501,Debit,Mastercard,2022-03-15,2031-06-21,EXPIRED
CARD041076,ACC0180467,Credit,Mastercard,2020-03-03,2029-02-12,EXPIRED
CARD041077,ACC0040838,Debit,Mastercard,2021-09-24,2028-09-05,BLOCKED
CARD041078,ACC0004223,Debit,RuPay,2024-11-26,2028-05-17,EXPIRED
CARD041079,ACC0160528,Credit,Visa,2019-05-12,2029-03-22,EXPIRED
CARD041080,ACC0199405,Debit,RuPay,2024-08-23,2031-12-30,EXPIRED
CARD041081,ACC0014441,Credit,Visa,2019-05-15,2029-10-20,BLOCKED
CARD041082,ACC0178096,Debit,Mastercard,2021-01-11,2028-11-28,ACTIVE
CARD041083,ACC0188607,Credit,RuPay,2022-08-13,2027-08-24,EXPIRED
CARD041084,ACC0127884,Credit,Visa,2023-08-26,2030-11-03,BLOCKED
CARD041085,ACC0087609,Debit,Mastercard,2021-08-21,2030-10-19,ACTIVE
CARD041086,ACC0131440,Credit,Visa,2021-09-22,2028-11-25,ACTIVE
CARD041087,ACC0025649,Credit,RuPay,2022-01-30,2030-10-05,EXPIRED
CARD041088,ACC0178378,Debit,Visa,2019-11-14,2030-05-09,BLOCKED
CARD041089,ACC0004652,Debit,Visa,2023-11-17,2028-11-24,EXPIRED
CARD041090,ACC0191919,Credit,RuPay,2024-08-01,2027-08-01,EXPIRED
CARD041091,ACC0141503,Credit,RuPay,2022-06-28,2029-10-02,EXPIRED
CARD041092,ACC0073866,Debit,Mastercard,2024-02-18,2030-05-08,BLOCKED
CARD041093,ACC0057515,Debit,RuPay,2021-12-17,2029-05-30,BLOCKED
CARD041094,ACC0186204,Debit,Visa,2023-05-29,2028-09-21,ACTIVE
CARD041095,ACC0117041,Debit,Visa,2024-02-09,2027-08-09,ACTIVE
CARD041096,ACC0074096,Credit,Mastercard,2023-06-18,2028-01-21,BLOCKED
CARD041097,ACC0186256,Debit,Visa,2025-07-02,2031-09-03,ACTIVE
CARD041098,ACC0198337,Credit,RuPay,2022-01-27,2029-02-12,ACTIVE
CARD041099,ACC0078131,Credit,Visa,2018-12-29,2031-06-03,EXPIRED
CARD041100,ACC0147752,Debit,Mastercard,2024-05-04,2030-12-12,EXPIRED
CARD041101,ACC0091340,Debit,RuPay,2024-08-07,2030-12-19,BLOCKED
CARD041102,ACC0131473,Debit,Visa,2019-10-16,2030-05-07,EXPIRED
CARD041103,ACC0129149,Credit,Visa,2023-05-18,2029-06-17,BLOCKED
CARD041104,ACC0137510,Credit,Visa,2021-01-17,2027-09-08,ACTIVE
CARD041105,ACC0155689,Credit,Mastercard,2025-07-06,2032-05-04,EXPIRED
CARD041106,ACC0032499,Credit,Visa,2024-02-01,2031-07-17,ACTIVE
CARD041107,ACC0008119,Debit,Mastercard,2024-01-01,2031-10-26,ACTIVE
CARD041108,ACC0076939,Credit,Visa,2025-01-14,2031-05-23,EXPIRED
CARD041109,ACC0128108,Debit,Mastercard,2023-09-14,2030-11-25,EXPIRED
CARD041110,ACC0194441,Credit,Mastercard,2019-10-20,2028-12-17,ACTIVE
CARD041111,ACC0029651,Debit,Mastercard,2022-06-13,2032-02-03,ACTIVE
CARD041112,ACC0189692,Credit,Visa,2022-01-26,2031-02-20,ACTIVE
CARD041113,ACC0131894,Credit,Mastercard,2023-01-14,2027-08-09,ACTIVE
CARD041114,ACC0199669,Credit,RuPay,2023-01-13,2029-02-16,ACTIVE
CARD041115,ACC0180903,Credit,RuPay,2023-09-07,2032-02-16,BLOCKED
CARD041116,ACC0134483,Credit,Mastercard,2019-11-14,2029-04-09,BLOCKED
CARD041117,ACC0107276,Credit,Mastercard,2019-09-14,2027-09-17,ACTIVE
CARD041118,ACC0197244,Debit,Visa,2019-12-04,2029-09-22,BLOCKED
CARD041119,ACC0000101,Debit,Mastercard,2020-12-10,2031-02-02,ACTIVE
CARD041120,ACC0077675,Credit,Visa,2022-06-06,2027-12-14,BLOCKED
CARD041121,ACC0124290,Debit,Mastercard,2020-09-24,2030-10-11,EXPIRED
CARD041122,ACC0144877,Credit,Mastercard,2024-08-30,2030-02-23,EXPIRED
CARD041123,ACC0131091,Credit,RuPay,2021-06-28,2030-08-02,EXPIRED
CARD041124,ACC0020397,Credit,Visa,2025-01-28,2031-11-04,ACTIVE
CARD041125,ACC0039884,Credit,RuPay,2022-07-16,2029-09-24,EXPIRED
CARD041126,ACC0008147,Debit,RuPay,2025-04-28,2028-12-13,EXPIRED
CARD041127,ACC0057520,Debit,RuPay,2019-01-17,2029-11-11,BLOCKED
CARD041128,ACC0015792,Credit,Visa,2019-02-03,2031-06-24,EXPIRED
CARD041129,ACC0072620,Credit,RuPay,2023-04-26,2032-03-26,EXPIRED
CARD041130,ACC0140836,Credit,Visa,2020-01-25,2031-08-07,BLOCKED
CARD041131,ACC0141143,Debit,RuPay,2021-02-22,2029-06-06,EXPIRED
CARD041132,ACC0027735,Debit,RuPay,2021-06-13,2028-09-13,ACTIVE
CARD041133,ACC0110777,Credit,Mastercard,2020-12-30,2030-12-16,ACTIVE
CARD041134,ACC0148708,Debit,Visa,2022-03-21,2028-05-23,BLOCKED
CARD041135,ACC0094613,Credit,Visa,2018-08-16,2030-08-04,BLOCKED
CARD041136,ACC0044222,Credit,Visa,2021-07-20,2031-09-16,EXPIRED
CARD041137,ACC0103608,Debit,Visa,2025-01-07,2027-09-08,EXPIRED
CARD041138,ACC0084774,Credit,Mastercard,2020-01-30,2027-10-18,BLOCKED
CARD041139,ACC0191896,Debit,RuPay,2019-12-07,2027-08-06,ACTIVE
CARD041140,ACC0108239,Credit,Visa,2024-11-28,2027-10-03,ACTIVE
